"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"85363"	"TRIM5"	"117854"	"TRIM6"
"27101"	"CACYBP"	"27101"	"CACYBP"
"27076"	"LYPD3"	"155465"	"AGR3"
"1877"	"E4F1"	"8125"	"ANP32A"
"8626"	"TP63"	"83737"	"ITCH"
"6125"	"RPL5"	"27250"	"PDCD4"
"6477"	"SIAH1"	"10656"	"KHDRBS3"
"667"	"DST"	"1308"	"COL17A1"
"6774"	"STAT3"	"10240"	"MRPS31"
"2099"	"ESR1"	"55629"	"PNRC2"
"468"	"ATF4"	"27185"	"DISC1"
"6804"	"STX1A"	"9342"	"SNAP29"
"5218"	"CDK14"	"7529"	"YWHAB"
"862"	"RUNX1T1"	"23013"	"SPEN"
"867"	"CBL"	"3055"	"HCK"
"5621"	"PRNP"	"85480"	"TSLP"
"7307"	"U2AF1"	"10482"	"NXF1"
"818"	"CAMK2G"	"818"	"CAMK2G"
"3015"	"H2AFZ"	"8294"	"HIST1H4I"
"4282"	"MIF"	"10987"	"COPS5"
"348"	"APOE"	"3240"	"HP"
"50855"	"PARD6A"	"56288"	"PARD3"
"9183"	"ZW10"	"60561"	"RINT1"
"1029"	"CDKN2A"	"80279"	"CDK5RAP3"
"8317"	"CDC7"	"55388"	"MCM10"
"367"	"AR"	"2597"	"GAPDH"
"1454"	"CSNK1E"	"100506658"	"OCLN"
"9611"	"NCOR1"	"9759"	"HDAC4"
"3725"	"JUN"	"5599"	"MAPK8"
"7431"	"VIM"	"7431"	"VIM"
"889"	"KRIT1"	"5908"	"RAP1B"
"4068"	"SH2D1A"	"6504"	"SLAMF1"
"5914"	"RARA"	"8648"	"NCOA1"
"8061"	"FOSL1"	"9935"	"MAFB"
"367"	"AR"	"90480"	"GADD45GIP1"
"5987"	"TRIM27"	"10401"	"PIAS3"
"7020"	"TFAP2A"	"10370"	"CITED2"
"1641"	"DCX"	"84687"	"PPP1R9B"
"5798"	"PTPRN"	"8567"	"MADD"
"3984"	"LIMK1"	"7534"	"YWHAZ"
"1282"	"COL4A1"	"1284"	"COL4A2"
"8915"	"BCL10"	"84270"	"C9orf89"
"1025"	"CDK9"	"22907"	"DHX30"
"675"	"BRCA2"	"701"	"BUB1B"
"1605"	"DAG1"	"4690"	"NCK1"
"55737"	"VPS35"	"253725"	"FAM21C"
"4089"	"SMAD4"	"6497"	"SKI"
"672"	"BRCA1"	"7322"	"UBE2D2"
"8487"	"GEMIN2"	"10111"	"RAD50"
"4744"	"NEFH"	"5585"	"PKN1"
"738"	"VPS51"	"6293"	"VPS52"
"3481"	"IGF2"	"3488"	"IGFBP5"
"708"	"C1QBP"	"2296"	"FOXC1"
"7704"	"ZBTB16"	"9611"	"NCOR1"
"8350"	"HIST1H3A"	"23286"	"WWC1"
"11200"	"CHEK2"	"80198"	"MUS81"
"23400"	"ATP13A2"	"56126"	"PCDHB10"
"2896"	"GRN"	"3339"	"HSPG2"
"2874"	"GPS2"	"4439"	"MSH5"
"6692"	"SPINT1"	"6768"	"ST14"
"22914"	"KLRK1"	"100507436"	"MICA"
"3777"	"KCNK3"	"6281"	"S100A10"
"1399"	"CRKL"	"1796"	"DOK1"
"5320"	"PLA2G2A"	"5320"	"PLA2G2A"
"6500"	"SKP1"	"26270"	"FBXO6"
"760"	"CA2"	"5111"	"PCNA"
"10134"	"BCAP31"	"10952"	"SEC61B"
"2886"	"GRB7"	"3643"	"INSR"
"2122"	"MECOM"	"2122"	"MECOM"
"5469"	"MED1"	"7421"	"VDR"
"1734"	"DIO2"	"10868"	"USP20"
"5987"	"TRIM27"	"9063"	"PIAS2"
"409"	"ARRB2"	"5602"	"MAPK10"
"1400"	"CRMP1"	"1808"	"DPYSL2"
"4615"	"MYD88"	"9533"	"POLR1C"
"4690"	"NCK1"	"5921"	"RASA1"
"10577"	"NPC2"	"23327"	"NEDD4L"
"3738"	"KCNA3"	"3741"	"KCNA5"
"55284"	"UBE2W"	"55743"	"CHFR"
"6314"	"ATXN7"	"8425"	"LTBP4"
"4654"	"MYOD1"	"5710"	"PSMD4"
"4331"	"MNAT1"	"55929"	"DMAP1"
"1234"	"CCR5"	"5686"	"PSMA5"
"5914"	"RARA"	"81857"	"MED25"
"7534"	"YWHAZ"	"23327"	"NEDD4L"
"567"	"B2M"	"909"	"CD1A"
"5241"	"PGR"	"55509"	"BATF3"
"8517"	"IKBKG"	"90480"	"GADD45GIP1"
"580"	"BARD1"	"10487"	"CAP1"
"2335"	"FN1"	"2885"	"GRB2"
"4691"	"NCL"	"4691"	"NCL"
"6478"	"SIAH2"	"10869"	"USP19"
"4301"	"MLLT4"	"5909"	"RAP1GAP"
"6531"	"SLC6A3"	"9463"	"PICK1"
"10971"	"YWHAQ"	"223082"	"ZNRF2"
"2674"	"GFRA1"	"5979"	"RET"
"1820"	"ARID3A"	"10477"	"UBE2E3"
"9098"	"USP6"	"91526"	"ANKRD44"
"4036"	"LRP2"	"23542"	"MAPK8IP2"
"324"	"APC"	"10982"	"MAPRE2"
"5170"	"PDPK1"	"5590"	"PRKCZ"
"1062"	"CENPE"	"6500"	"SKP1"
"1020"	"CDK5"	"8851"	"CDK5R1"
"3691"	"ITGB4"	"55914"	"ERBB2IP"
"9131"	"AIFM1"	"9131"	"AIFM1"
"367"	"AR"	"8202"	"NCOA3"
"8943"	"AP3D1"	"10239"	"AP3S2"
"57403"	"RAB22A"	"64145"	"ZFYVE20"
"10419"	"PRMT5"	"79084"	"WDR77"
"6134"	"RPL10"	"7525"	"YES1"
"675"	"BRCA2"	"7157"	"TP53"
"10093"	"ARPC4"	"10097"	"ACTR2"
"7049"	"TGFBR3"	"10755"	"GIPC1"
"1742"	"DLG4"	"2906"	"GRIN2D"
"607"	"BCL9"	"26108"	"PYGO1"
"150"	"ADRA2A"	"7345"	"UCHL1"
"8766"	"RAB11A"	"84440"	"RAB11FIP4"
"7157"	"TP53"	"10474"	"TADA3"
"1465"	"CSRP1"	"1465"	"CSRP1"
"2534"	"FYN"	"3190"	"HNRNPK"
"3836"	"KPNA1"	"5896"	"RAG1"
"88"	"ACTN2"	"9172"	"MYOM2"
"367"	"AR"	"4088"	"SMAD3"
"3728"	"JUP"	"11187"	"PKP3"
"990"	"CDC6"	"1026"	"CDKN1A"
"8945"	"BTRC"	"80149"	"ZC3H12A"
"10617"	"STAMBP"	"26994"	"RNF11"
"1859"	"DYRK1A"	"5925"	"RB1"
"3123"	"HLA-DRB1"	"3123"	"HLA-DRB1"
"1891"	"ECH1"	"3064"	"HTT"
"7321"	"UBE2D1"	"81559"	"TRIM11"
"7323"	"UBE2D3"	"84937"	"ZNRF1"
"189"	"AGXT"	"5830"	"PEX5"
"867"	"CBL"	"4690"	"NCK1"
"10421"	"CD2BP2"	"24148"	"PRPF6"
"369"	"ARAF"	"5604"	"MAP2K1"
"2033"	"EP300"	"5468"	"PPARG"
"1499"	"CTNNB1"	"6934"	"TCF7L2"
"7322"	"UBE2D2"	"79102"	"RNF26"
"6633"	"SNRPD2"	"6636"	"SNRPF"
"4086"	"SMAD1"	"64750"	"SMURF2"
"860"	"RUNX2"	"2353"	"FOS"
"23126"	"POGZ"	"23468"	"CBX5"
"5501"	"PPP1CC"	"388135"	"C15orf59"
"8932"	"MBD2"	"54815"	"GATAD2A"
"9083"	"BPY2"	"55201"	"MAP1S"
"7321"	"UBE2D1"	"29116"	"MYLIP"
"6387"	"CXCL12"	"6387"	"CXCL12"
"596"	"BCL2"	"6237"	"RRAS"
"641"	"BLM"	"7156"	"TOP3A"
"3482"	"IGF2R"	"23163"	"GGA3"
"2547"	"XRCC6"	"7409"	"VAV1"
"11091"	"WDR5"	"23067"	"SETD1B"
"3005"	"H1F0"	"8517"	"IKBKG"
"2185"	"PTK2B"	"2934"	"GSN"
"1315"	"COPB1"	"9276"	"COPB2"
"22976"	"PAXIP1"	"51097"	"SCCPDH"
"5873"	"RAB27A"	"54843"	"SYTL2"
"6778"	"STAT6"	"9516"	"LITAF"
"162"	"AP1B1"	"1173"	"AP2M1"
"4998"	"ORC1"	"81620"	"CDT1"
"2176"	"FANCC"	"2189"	"FANCG"
"672"	"BRCA1"	"7334"	"UBE2N"
"4646"	"MYO6"	"10043"	"TOM1"
"5781"	"PTPN11"	"9846"	"GAB2"
"1793"	"DOCK1"	"8440"	"NCK2"
"2099"	"ESR1"	"10499"	"NCOA2"
"10458"	"BAIAP2"	"50944"	"SHANK1"
"166"	"AES"	"51651"	"PTRH2"
"5573"	"PRKAR1A"	"10564"	"ARFGEF2"
"3660"	"IRF2"	"26145"	"IRF2BP1"
"1499"	"CTNNB1"	"79577"	"CDC73"
"4790"	"NFKB1"	"8648"	"NCOA1"
"4084"	"MXD1"	"25942"	"SIN3A"
"5894"	"RAF1"	"5934"	"RBL2"
"994"	"CDC25B"	"2099"	"ESR1"
"701"	"BUB1B"	"6623"	"SNCG"
"6708"	"SPTA1"	"6711"	"SPTBN1"
"6500"	"SKP1"	"83461"	"CDCA3"
"1616"	"DAXX"	"1616"	"DAXX"
"1387"	"CREBBP"	"3551"	"IKBKB"
"10332"	"CLEC4M"	"10332"	"CLEC4M"
"7707"	"ZNF148"	"284119"	"PTRF"
"9025"	"RNF8"	"9656"	"MDC1"
"7189"	"TRAF6"	"8887"	"TAX1BP1"
"1815"	"DRD4"	"59349"	"KLHL12"
"25"	"ABL1"	"4914"	"NTRK1"
"9733"	"SART3"	"51690"	"LSM7"
"1729"	"DIAPH1"	"55660"	"PRPF40A"
"9063"	"PIAS2"	"9569"	"GTF2IRD1"
"5621"	"PRNP"	"100131997"	"FAM27E3"
"4601"	"MXI1"	"9126"	"SMC3"
"5371"	"PML"	"5684"	"PSMA3"
"5592"	"PRKG1"	"7138"	"TNNT1"
"602"	"BCL3"	"10987"	"COPS5"
"5111"	"PCNA"	"10714"	"POLD3"
"6884"	"TAF13"	"6908"	"TBP"
"7529"	"YWHAB"	"9846"	"GAB2"
"2904"	"GRIN2B"	"9743"	"ARHGAP32"
"3726"	"JUNB"	"116071"	"BATF2"
"890"	"CCNA2"	"991"	"CDC20"
"5588"	"PRKCQ"	"10971"	"YWHAQ"
"3265"	"HRAS"	"5921"	"RASA1"
"5580"	"PRKCD"	"54101"	"RIPK4"
"5729"	"PTGDR"	"81573"	"ANKRD13C"
"11198"	"SUPT16H"	"140890"	"SREK1"
"1459"	"CSNK2A2"	"5621"	"PRNP"
"5889"	"RAD51C"	"7517"	"XRCC3"
"5499"	"PPP1CA"	"56252"	"YLPM1"
"5982"	"RFC2"	"5984"	"RFC4"
"7273"	"TTN"	"7410"	"VAV2"
"832"	"CAPZB"	"3312"	"HSPA8"
"4690"	"NCK1"	"50807"	"ASAP1"
"5684"	"PSMA3"	"9253"	"NUMBL"
"673"	"BRAF"	"5604"	"MAP2K1"
"25"	"ABL1"	"5052"	"PRDX1"
"4301"	"MLLT4"	"50848"	"F11R"
"3159"	"HMGA1"	"5914"	"RARA"
"59341"	"TRPV4"	"59341"	"TRPV4"
"2944"	"GSTM1"	"2944"	"GSTM1"
"5689"	"PSMB1"	"5695"	"PSMB7"
"5468"	"PPARG"	"8648"	"NCOA1"
"8087"	"FXR1"	"8087"	"FXR1"
"367"	"AR"	"55827"	"DCAF6"
"613"	"BCR"	"2071"	"ERCC3"
"550"	"AUP1"	"9656"	"MDC1"
"7337"	"UBE3A"	"9083"	"BPY2"
"6880"	"TAF9"	"9611"	"NCOR1"
"863"	"CBFA2T3"	"22834"	"ZNF652"
"5925"	"RB1"	"23054"	"NCOA6"
"5546"	"PRCC"	"10459"	"MAD2L2"
"3777"	"KCNK3"	"7529"	"YWHAB"
"23163"	"GGA3"	"23163"	"GGA3"
"56616"	"DIABLO"	"56616"	"DIABLO"
"1647"	"GADD45A"	"51100"	"SH3GLB1"
"2139"	"EYA2"	"2781"	"GNAZ"
"599"	"BCL2L2"	"637"	"BID"
"25"	"ABL1"	"5144"	"PDE4D"
"1617"	"DAZ1"	"9802"	"DAZAP2"
"10010"	"TANK"	"29110"	"TBK1"
"154"	"ADRB2"	"4985"	"OPRD1"
"3725"	"JUN"	"9584"	"RBM39"
"8408"	"ULK1"	"11337"	"GABARAP"
"902"	"CCNH"	"7157"	"TP53"
"5076"	"PAX2"	"55212"	"BBS7"
"3064"	"HTT"	"114932"	"MRFAP1L1"
"4038"	"LRP4"	"55022"	"PID1"
"3265"	"HRAS"	"266747"	"RGL4"
"4193"	"MDM2"	"83593"	"RASSF5"
"5111"	"PCNA"	"10309"	"CCNO"
"998"	"CDC42"	"23348"	"DOCK9"
"5052"	"PRDX1"	"140809"	"SRXN1"
"6921"	"TCEB1"	"8835"	"SOCS2"
"274"	"BIN1"	"22839"	"DLGAP4"
"4221"	"MEN1"	"6118"	"RPA2"
"2672"	"GFI1"	"10401"	"PIAS3"
"3123"	"HLA-DRB1"	"6737"	"TRIM21"
"1877"	"E4F1"	"7157"	"TP53"
"1956"	"EGFR"	"7184"	"HSP90B1"
"4436"	"MSH2"	"9156"	"EXO1"
"4846"	"NOS3"	"115677"	"NOSTRIN"
"5972"	"REN"	"5972"	"REN"
"3725"	"JUN"	"4088"	"SMAD3"
"1958"	"EGR1"	"5684"	"PSMA3"
"5602"	"MAPK10"	"9467"	"SH3BP5"
"596"	"BCL2"	"8678"	"BECN1"
"659"	"BMPR2"	"8200"	"GDF5"
"8497"	"PPFIA4"	"26059"	"ERC2"
"3603"	"IL16"	"3766"	"KCNJ10"
"8651"	"SOCS1"	"9595"	"CYTIP"
"7337"	"UBE3A"	"29978"	"UBQLN2"
"23400"	"ATP13A2"	"51439"	"FAM8A1"
"8851"	"CDK5R1"	"55755"	"CDK5RAP2"
"1822"	"ATN1"	"6477"	"SIAH1"
"1869"	"E2F1"	"10971"	"YWHAQ"
"8294"	"HIST1H4I"	"55352"	"COPRS"
"576"	"BAI2"	"90627"	"STARD13"
"598"	"BCL2L1"	"598"	"BCL2L1"
"929"	"CD14"	"11167"	"FSTL1"
"87"	"ACTN1"	"9124"	"PDLIM1"
"373"	"TRIM23"	"5987"	"TRIM27"
"3688"	"ITGB1"	"9448"	"MAP4K4"
"1655"	"DDX5"	"10270"	"AKAP8"
"1154"	"CISH"	"2057"	"EPOR"
"2260"	"FGFR1"	"10818"	"FRS2"
"1981"	"EIF4G1"	"7534"	"YWHAZ"
"7329"	"UBE2I"	"7490"	"WT1"
"4261"	"CIITA"	"79364"	"ZXDC"
"26191"	"PTPN22"	"26191"	"PTPN22"
"3280"	"HES1"	"55120"	"FANCL"
"2215"	"FCGR3B"	"3500"	"IGHG1"
"4097"	"MAFG"	"60468"	"BACH2"
"81"	"ACTN4"	"816"	"CAMK2B"
"5111"	"PCNA"	"57804"	"POLD4"
"373"	"TRIM23"	"9267"	"CYTH1"
"4543"	"MTNR1A"	"8601"	"RGS20"
"123879"	"DCUN1D3"	"140739"	"UBE2F"
"7534"	"YWHAZ"	"51776"	"ZAK"
"6281"	"S100A10"	"79026"	"AHNAK"
"6418"	"SET"	"26040"	"SETBP1"
"7003"	"TEAD1"	"10413"	"YAP1"
"988"	"CDC5L"	"10286"	"BCAS2"
"2101"	"ESRRA"	"8202"	"NCOA3"
"329"	"BIRC2"	"7321"	"UBE2D1"
"2776"	"GNAQ"	"5914"	"RARA"
"387"	"RHOA"	"5585"	"PKN1"
"8852"	"AKAP4"	"10566"	"AKAP3"
"8202"	"NCOA3"	"8405"	"SPOP"
"5870"	"RAB6A"	"23085"	"ERC1"
"351"	"APP"	"10134"	"BCAP31"
"8517"	"IKBKG"	"94015"	"TTYH2"
"207"	"AKT1"	"5058"	"PAK1"
"2185"	"PTK2B"	"58480"	"RHOU"
"2176"	"FANCC"	"5447"	"POR"
"7411"	"VBP1"	"7428"	"VHL"
"6774"	"STAT3"	"26354"	"GNL3"
"5457"	"POU4F1"	"6014"	"RIT2"
"1600"	"DAB1"	"3949"	"LDLR"
"701"	"BUB1B"	"1062"	"CENPE"
"2114"	"ETS2"	"10771"	"ZMYND11"
"7018"	"TF"	"7037"	"TFRC"
"11052"	"CPSF6"	"51741"	"WWOX"
"10320"	"IKZF1"	"64376"	"IKZF5"
"5861"	"RAB1A"	"8615"	"USO1"
"5879"	"RAC1"	"50649"	"ARHGEF4"
"1655"	"DDX5"	"8648"	"NCOA1"
"8547"	"FCN3"	"8547"	"FCN3"
"9131"	"AIFM1"	"81628"	"TSC22D4"
"2885"	"GRB2"	"8853"	"ASAP2"
"353"	"APRT"	"8517"	"IKBKG"
"6615"	"SNAI1"	"23186"	"RCOR1"
"988"	"CDC5L"	"5001"	"ORC5"
"1877"	"E4F1"	"11186"	"RASSF1"
"3326"	"HSP90AB1"	"5562"	"PRKAA1"
"1020"	"CDK5"	"1020"	"CDK5"
"4790"	"NFKB1"	"4790"	"NFKB1"
"7515"	"XRCC1"	"79661"	"NEIL1"
"572"	"BAD"	"6281"	"S100A10"
"7161"	"TP73"	"7161"	"TP73"
"25"	"ABL1"	"2048"	"EPHB2"
"2984"	"GUCY2C"	"79849"	"PDZD3"
"4005"	"LMO2"	"4301"	"MLLT4"
"2176"	"FANCC"	"2950"	"GSTP1"
"2891"	"GRIA2"	"23426"	"GRIP1"
"1107"	"CHD3"	"5116"	"PCNT"
"1213"	"CLTC"	"4952"	"OCRL"
"8454"	"CUL1"	"9978"	"RBX1"
"4869"	"NPM1"	"7388"	"UQCRH"
"8664"	"EIF3D"	"22822"	"PHLDA1"
"9318"	"COPS2"	"123228"	"SENP8"
"8218"	"CLTCL1"	"27131"	"SNX5"
"4350"	"MPG"	"5621"	"PRNP"
"207"	"AKT1"	"7431"	"VIM"
"355"	"FAS"	"10114"	"HIPK3"
"1612"	"DAPK1"	"5594"	"MAPK1"
"2023"	"ENO1"	"5111"	"PCNA"
"5873"	"RAB27A"	"94121"	"SYTL4"
"10211"	"FLOT1"	"55212"	"BBS7"
"998"	"CDC42"	"10458"	"BAIAP2"
"7157"	"TP53"	"26013"	"L3MBTL1"
"274"	"BIN1"	"4609"	"MYC"
"546"	"ATRX"	"5888"	"RAD51"
"1655"	"DDX5"	"2099"	"ESR1"
"4683"	"NBN"	"10111"	"RAD50"
"10749"	"KIF1C"	"10971"	"YWHAQ"
"4088"	"SMAD3"	"9978"	"RBX1"
"1191"	"CLU"	"7048"	"TGFBR2"
"7006"	"TEC"	"8517"	"IKBKG"
"322"	"APBB1"	"333"	"APLP1"
"3303"	"HSPA1A"	"9529"	"BAG5"
"6714"	"SRC"	"10399"	"GNB2L1"
"6809"	"STX3"	"9342"	"SNAP29"
"367"	"AR"	"6714"	"SRC"
"6867"	"TACC1"	"9793"	"CKAP5"
"5599"	"MAPK8"	"284403"	"WDR62"
"1026"	"CDKN1A"	"7251"	"TSG101"
"2624"	"GATA2"	"4089"	"SMAD4"
"6696"	"SPP1"	"7917"	"BAG6"
"5000"	"ORC4"	"26234"	"FBXL5"
"4650"	"MYO9B"	"10565"	"ARFGEF1"
"2903"	"GRIN2A"	"5775"	"PTPN4"
"5515"	"PPP2CA"	"5527"	"PPP2R5C"
"6404"	"SELPLG"	"124460"	"SNX20"
"4926"	"NUMA1"	"29899"	"GPSM2"
"3315"	"HSPB1"	"7041"	"TGFB1I1"
"1616"	"DAXX"	"2908"	"NR3C1"
"990"	"CDC6"	"55388"	"MCM10"
"7319"	"UBE2A"	"56852"	"RAD18"
"6634"	"SNRPD3"	"51690"	"LSM7"
"7334"	"UBE2N"	"81559"	"TRIM11"
"333"	"APLP1"	"333"	"APLP1"
"7538"	"ZFP36"	"26986"	"PABPC1"
"3936"	"LCP1"	"6311"	"ATXN2"
"8204"	"NRIP1"	"8841"	"HDAC3"
"6921"	"TCEB1"	"112950"	"MED8"
"8161"	"COIL"	"8161"	"COIL"
"5621"	"PRNP"	"9519"	"TBPL1"
"4926"	"NUMA1"	"8089"	"YEATS4"
"2885"	"GRB2"	"3815"	"KIT"
"9627"	"SNCAIP"	"51535"	"PPHLN1"
"367"	"AR"	"11315"	"PARK7"
"7763"	"ZFAND5"	"8517"	"IKBKG"
"112939"	"NACC1"	"112939"	"NACC1"
"51645"	"PPIL1"	"84292"	"WDR83"
"1876"	"E2F6"	"23429"	"RYBP"
"1788"	"DNMT3A"	"10472"	"ZBTB18"
"585"	"BBS4"	"1639"	"DCTN1"
"1386"	"ATF2"	"4088"	"SMAD3"
"1387"	"CREBBP"	"8648"	"NCOA1"
"5454"	"POU3F2"	"10084"	"PQBP1"
"1617"	"DAZ1"	"1617"	"DAZ1"
"801"	"CALM1"	"5898"	"RALA"
"1487"	"CTBP1"	"5932"	"RBBP8"
"10015"	"PDCD6IP"	"30011"	"SH3KBP1"
"210"	"ALAD"	"210"	"ALAD"
"229"	"ALDOB"	"585"	"BBS4"
"1019"	"CDK4"	"115426"	"UHRF2"
"87"	"ACTN1"	"8851"	"CDK5R1"
"5001"	"ORC5"	"8318"	"CDC45"
"689"	"BTF3"	"4666"	"NACA"
"6047"	"RNF4"	"7227"	"TRPS1"
"154"	"ADRB2"	"154"	"ADRB2"
"1659"	"DHX8"	"10523"	"CHERP"
"1108"	"CHD4"	"8350"	"HIST1H3A"
"1439"	"CSF2RB"	"3562"	"IL3"
"5178"	"PEG3"	"6478"	"SIAH2"
"238"	"ALK"	"3326"	"HSP90AB1"
"5664"	"PSEN2"	"27250"	"PDCD4"
"367"	"AR"	"672"	"BRCA1"
"5468"	"PPARG"	"7141"	"TNP1"
"3320"	"HSP90AA1"	"11140"	"CDC37"
"22900"	"CARD8"	"22900"	"CARD8"
"8754"	"ADAM9"	"29763"	"PACSIN3"
"4654"	"MYOD1"	"6722"	"SRF"
"5465"	"PPARA"	"10891"	"PPARGC1A"
"3308"	"HSPA4"	"10273"	"STUB1"
"7322"	"UBE2D2"	"25898"	"RCHY1"
"4045"	"LSAMP"	"257194"	"NEGR1"
"672"	"BRCA1"	"2274"	"FHL2"
"1499"	"CTNNB1"	"2274"	"FHL2"
"2034"	"EPAS1"	"2034"	"EPAS1"
"9001"	"HAP1"	"28964"	"GIT1"
"1734"	"DIO2"	"26118"	"WSB1"
"6358"	"CCL14"	"10212"	"DDX39A"
"7531"	"YWHAE"	"10971"	"YWHAQ"
"3090"	"HIC1"	"23119"	"HIC2"
"8609"	"KLF7"	"81545"	"FBXO38"
"5111"	"PCNA"	"9768"	"KIAA0101"
"6117"	"RPA1"	"29935"	"RPA4"
"984"	"CDK11B"	"11143"	"KAT7"
"7251"	"TSG101"	"7251"	"TSG101"
"5777"	"PTPN6"	"89790"	"SIGLEC10"
"1981"	"EIF4G1"	"26986"	"PABPC1"
"22859"	"LPHN1"	"50944"	"SHANK1"
"867"	"CBL"	"2885"	"GRB2"
"331"	"XIAP"	"27429"	"HTRA2"
"3315"	"HSPB1"	"10248"	"POP7"
"6923"	"TCEB2"	"8835"	"SOCS2"
"7040"	"TGFB1"	"11167"	"FSTL1"
"148581"	"UBE2U"	"255488"	"RNF144B"
"468"	"ATF4"	"4780"	"NFE2L2"
"6663"	"SOX10"	"9111"	"NMI"
"5728"	"PTEN"	"9961"	"MVP"
"7323"	"UBE2D3"	"51283"	"BFAR"
"27183"	"VPS4A"	"57132"	"CHMP1B"
"672"	"BRCA1"	"11112"	"HIBADH"
"6383"	"SDC2"	"8573"	"CASK"
"6098"	"ROS1"	"8517"	"IKBKG"
"5621"	"PRNP"	"55599"	"RNPC3"
"5007"	"OSBP"	"9218"	"VAPA"
"580"	"BARD1"	"28964"	"GIT1"
"5585"	"PKN1"	"10142"	"AKAP9"
"5590"	"PRKCZ"	"10000"	"AKT3"
"1639"	"DCTN1"	"6249"	"CLIP1"
"5530"	"PPP3CA"	"9495"	"AKAP5"
"2060"	"EPS15"	"22905"	"EPN2"
"6256"	"RXRA"	"23421"	"ITGB3BP"
"1959"	"EGR2"	"11060"	"WWP2"
"4088"	"SMAD3"	"51588"	"PIAS4"
"10938"	"EHD1"	"51479"	"ANKFY1"
"2782"	"GNB1"	"2793"	"GNGT2"
"929"	"CD14"	"7097"	"TLR2"
"1263"	"PLK3"	"5621"	"PRNP"
"3164"	"NR4A1"	"10382"	"TUBB4A"
"6804"	"STX1A"	"6843"	"VAMP1"
"4734"	"NEDD4"	"10421"	"CD2BP2"
"672"	"BRCA1"	"10477"	"UBE2E3"
"9185"	"REPS2"	"29924"	"EPN1"
"1026"	"CDKN1A"	"5218"	"CDK14"
"153"	"ADRB1"	"6456"	"SH3GL2"
"2690"	"GHR"	"5774"	"PTPN3"
"7187"	"TRAF3"	"115650"	"TNFRSF13C"
"8315"	"BRAP"	"9958"	"USP15"
"6868"	"ADAM17"	"7078"	"TIMP3"
"283349"	"RASSF3"	"283349"	"RASSF3"
"1448"	"CSN3"	"5621"	"PRNP"
"7353"	"UFD1L"	"7415"	"VCP"
"10211"	"FLOT1"	"58157"	"NGB"
"7323"	"UBE2D3"	"26994"	"RNF11"
"5531"	"PPP4C"	"57223"	"SMEK2"
"8945"	"BTRC"	"54926"	"UBE2R2"
"4217"	"MAP3K5"	"153090"	"DAB2IP"
"2512"	"FTL"	"10135"	"NAMPT"
"4792"	"NFKBIA"	"5970"	"RELA"
"4335"	"MNT"	"4335"	"MNT"
"7314"	"UBB"	"26994"	"RNF11"
"8165"	"AKAP1"	"26292"	"MYCBP"
"3552"	"IL1A"	"4692"	"NDN"
"1894"	"ECT2"	"29127"	"RACGAP1"
"2626"	"GATA4"	"23414"	"ZFPM2"
"3398"	"ID2"	"3398"	"ID2"
"1936"	"EEF1D"	"8878"	"SQSTM1"
"7132"	"TNFRSF1A"	"8439"	"NSMAF"
"351"	"APP"	"140545"	"RNF32"
"2274"	"FHL2"	"3675"	"ITGA3"
"6789"	"STK4"	"283349"	"RASSF3"
"6045"	"RNF2"	"84108"	"PCGF6"
"208"	"AKT2"	"57630"	"SH3RF1"
"2494"	"NR5A2"	"10499"	"NCOA2"
"997"	"CDC34"	"5501"	"PPP1CC"
"1742"	"DLG4"	"2905"	"GRIN2C"
"23644"	"EDC4"	"167227"	"DCP2"
"2060"	"EPS15"	"2060"	"EPS15"
"2058"	"EPRS"	"2058"	"EPRS"
"1656"	"DDX6"	"27161"	"AGO2"
"5071"	"PARK2"	"5685"	"PSMA4"
"23423"	"TMED3"	"26003"	"GORASP2"
"23400"	"ATP13A2"	"84206"	"MEX3B"
"1460"	"CSNK2B"	"7157"	"TP53"
"2885"	"GRB2"	"3856"	"KRT8"
"5436"	"POLR2G"	"7428"	"VHL"
"177"	"AGER"	"2885"	"GRB2"
"1154"	"CISH"	"4615"	"MYD88"
"7185"	"TRAF1"	"8717"	"TRADD"
"672"	"BRCA1"	"6160"	"RPL31"
"4602"	"MYB"	"9611"	"NCOR1"
"9318"	"COPS2"	"51138"	"COPS4"
"5567"	"PRKACB"	"27238"	"GPKOW"
"8976"	"WASL"	"10519"	"CIB1"
"4751"	"NEK2"	"5504"	"PPP1R2"
"1739"	"DLG1"	"3738"	"KCNA3"
"2099"	"ESR1"	"9612"	"NCOR2"
"1207"	"CLNS1A"	"6634"	"SNRPD3"
"4152"	"MBD1"	"57473"	"ZNF512B"
"862"	"RUNX1T1"	"1822"	"ATN1"
"2100"	"ESR2"	"8648"	"NCOA1"
"1540"	"CYLD"	"10133"	"OPTN"
"5425"	"POLD2"	"26073"	"POLDIP2"
"7273"	"TTN"	"23363"	"OBSL1"
"2192"	"FBLN1"	"4088"	"SMAD3"
"2108"	"ETFA"	"2109"	"ETFB"
"10987"	"COPS5"	"23582"	"CCNDBP1"
"6667"	"SP1"	"9611"	"NCOR1"
"55872"	"PBK"	"84708"	"LNX1"
"4986"	"OPRK1"	"23710"	"GABARAPL1"
"1432"	"MAPK14"	"5608"	"MAP2K6"
"5787"	"PTPRB"	"260425"	"MAGI3"
